FID,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
1424,53,011,040302,1400000US53011040302,53011040302,403.02,CT,58573601,6544170
1425,53,011,041007,1400000US53011041007,53011041007,410.07,CT,1966367,0
1426,53,033,029407,1400000US53033029407,53033029407,294.07,CT,1360512,0
1427,53,033,031302,1400000US53033031302,53033031302,313.02,CT,10880230,100642
1428,53,033,032317,1400000US53033032317,53033032317,323.17,CT,4393971,0
1429,53,061,051300,1400000US53061051300,53061051300,513,CT,2937774,0
1430,53,061,052115,1400000US53061052115,53061052115,521.15,CT,3056294,0
1431,53,061,053202,1400000US53061053202,53061053202,532.02,CT,22207590,4437425
1432,53,063,012300,1400000US53063012300,53063012300,123,CT,6123265,0
1433,53,067,011621,1400000US53067011621,53067011621,116.21,CT,4525261,94358
1434,53,025,010400,1400000US53025010400,53025010400,104,CT,82411477,0
1435,53,025,011300,1400000US53025011300,53025011300,113,CT,284863671,5336727
1436,53,029,970500,1400000US53029970500,53029970500,9705,CT,23118495,6058318
1437,53,065,951400,1400000US53065951400,53065951400,9514,CT,249474548,10547026
1438,53,067,012212,1400000US53067012212,53067012212,122.12,CT,10039184,0
1439,53,067,012520,1400000US53067012520,53067012520,125.20,CT,253151345,5191093
1440,53,073,000200,1400000US53073000200,53073000200,2,CT,42714547,2868570
1441,53,073,000901,1400000US53073000901,53073000901,9.01,CT,5284310,0
1442,53,073,010501,1400000US53073010501,53073010501,105.01,CT,82430686,75434409
1443,53,075,000300,1400000US53075000300,53075000300,3,CT,161946293,0
1444,53,077,001800,1400000US53077001800,53077001800,18,CT,245442425,1826613
1445,53,077,940005,1400000US53077940005,53077940005,9400.05,CT,5135225,0
1446,53,005,011503,1400000US53005011503,53005011503,115.03,CT,84705133,0
1447,53,007,961302,1400000US53007961302,53007961302,9613.02,CT,27302590,0
1448,53,009,001200,1400000US53009001200,53009001200,12,CT,6621293,0
1449,53,011,040408,1400000US53011040408,53011040408,404.08,CT,20318287,6272
1450,53,011,040507,1400000US53011040507,53011040507,405.07,CT,25523031,8156513
1451,53,011,040810,1400000US53011040810,53011040810,408.10,CT,2212067,28886
1452,53,011,041010,1400000US53011041010,53011041010,410.10,CT,3577024,0
1453,53,005,010805,1400000US53005010805,53005010805,108.05,CT,10920778,2100299
