FID,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
0,53,003,960100,1400000US53003960100,53003960100,9601,CT,1340224093,8348390
1,53,005,011100,1400000US53005011100,53005011100,111,CT,5167027,0
2,53,007,960500,1400000US53007960500,53007960500,9605,CT,831152783,1548739
3,53,007,961000,1400000US53007961000,53007961000,9610,CT,3011232,492541
4,53,009,000200,1400000US53009000200,53009000200,2,CT,928793220,32608364
5,53,009,000600,1400000US53009000600,53009000600,6,CT,1066047134,24285102
6,53,009,002100,1400000US53009002100,53009002100,21,CT,3769973,0
7,53,011,040706,1400000US53011040706,53011040706,407.06,CT,1891204,0
8,53,011,040910,1400000US53011040910,53011040910,409.10,CT,6958158,0
9,53,011,041206,1400000US53011041206,53011041206,412.06,CT,3102542,0
10,53,011,041700,1400000US53011041700,53011041700,417,CT,1133324,0
11,53,015,000602,1400000US53015000602,53015000602,6.02,CT,2310984,0
12,53,015,001501,1400000US53015001501,53015001501,15.01,CT,405574003,15685548
13,53,015,001700,1400000US53015001700,53015001700,17,CT,393389771,696726
14,53,017,950200,1400000US53017950200,53017950200,9502,CT,2345325053,4161747
15,53,019,970100,1400000US53019970100,53019970100,9701,CT,2004858965,15919648
16,53,021,020400,1400000US53021020400,53021020400,204,CT,4440350,551810
17,53,027,001000,1400000US53027001000,53027001000,10,CT,6302530,537521
18,53,029,970601,1400000US53029970601,53029970601,9706.01,CT,1627512,0
19,53,033,000200,1400000US53033000200,53033000200,2,CT,3286319,0
20,53,033,002800,1400000US53033002800,53033002800,28,CT,979862,0
21,53,033,003800,1400000US53033003800,53033003800,38,CT,624606,0
22,53,033,004301,1400000US53033004301,53033004301,43.01,CT,979359,0
23,53,033,004900,1400000US53033004900,53033004900,49,CT,1085823,25325
24,53,033,006100,1400000US53033006100,53033006100,61,CT,1191968,695816
25,53,033,007401,1400000US53033007401,53033007401,74.01,CT,259384,0
26,53,033,008900,1400000US53033008900,53033008900,89,CT,1280310,1636171
27,53,033,010402,1400000US53033010402,53033010402,104.02,CT,1798893,0
28,53,033,020100,1400000US53033020100,53033020100,201,CT,1772606,684792
29,53,033,021600,1400000US53033021600,53033021600,216,CT,2855693,143535
30,53,033,022801,1400000US53033022801,53033022801,228.01,CT,4865282,0
31,53,033,025400,1400000US53033025400,53033025400,254,CT,2301456,0
32,53,033,026500,1400000US53033026500,53033026500,265,CT,1993794,1625
33,53,033,027100,1400000US53033027100,53033027100,271,CT,1569800,0
34,53,033,028802,1400000US53033028802,53033028802,288.02,CT,2436529,415839
35,53,033,030006,1400000US53033030006,53033030006,300.06,CT,1990077,163997
36,53,033,030314,1400000US53033030314,53033030314,303.14,CT,2492082,0
37,53,033,030802,1400000US53033030802,53033030802,308.02,CT,1372873,0
38,53,033,032010,1400000US53033032010,53033032010,320.10,CT,4820859,0
39,53,033,032212,1400000US53033032212,53033032212,322.12,CT,3372136,42596
40,53,035,080300,1400000US53035080300,53035080300,803,CT,1665522,210831
41,53,035,081100,1400000US53035081100,53035081100,811,CT,1496008,0
42,53,035,091201,1400000US53035091201,53035091201,912.01,CT,5769755,964321
43,53,035,091600,1400000US53035091600,53035091600,916,CT,5122361,8927
44,53,037,975100,1400000US53037975100,53037975100,9751,CT,1766238027,52868515
45,53,041,971700,1400000US53041971700,53041971700,9717,CT,667670554,28368472
46,53,041,971900,1400000US53041971900,53041971900,9719,CT,539652697,28054084
47,53,045,960200,1400000US53045960200,53045960200,9602,CT,588606954,46941052
48,53,045,960700,1400000US53045960700,53045960700,9607,CT,1936146,0
49,53,047,940200,1400000US53047940200,53047940200,9402,CT,1748055160,40569153
50,53,053,060700,1400000US53053060700,53053060700,607,CT,2105869,0
51,53,053,061500,1400000US53053061500,53053061500,615,CT,1171497,0
52,53,053,063100,1400000US53053063100,53053063100,631,CT,2341221,106487
53,53,053,071208,1400000US53053071208,53053071208,712.08,CT,3685685,4004
54,53,053,071403,1400000US53053071403,53053071403,714.03,CT,5125813,969981
55,53,053,071504,1400000US53053071504,53053071504,715.04,CT,2651531,0
56,53,053,071805,1400000US53053071805,53053071805,718.05,CT,1349188,0
57,53,053,072111,1400000US53053072111,53053072111,721.11,CT,1947576,0
58,53,053,072311,1400000US53053072311,53053072311,723.11,CT,2443700,6948
59,53,053,073116,1400000US53053073116,53053073116,731.16,CT,16086230,51388
60,53,053,073407,1400000US53053073407,53053073407,734.07,CT,2342645,71859
61,53,055,960500,1400000US53055960500,53055960500,9605,CT,124507041,119798638
62,53,057,951100,1400000US53057951100,53057951100,9511,CT,2340551820,26225834
63,53,057,952500,1400000US53057952500,53057952500,9525,CT,1804901,181101
64,53,061,040800,1400000US53061040800,53061040800,408,CT,1439692,1525964
65,53,061,041809,1400000US53061041809,53061041809,418.09,CT,1079258,0
66,53,061,051100,1400000US53061051100,53061051100,511,CT,2057573,0
67,53,061,051602,1400000US53061051602,53061051602,516.02,CT,2051437,0
68,53,061,051916,1400000US53061051916,53061051916,519.16,CT,2788068,0
69,53,061,052605,1400000US53061052605,53061052605,526.05,CT,4726711,196404
70,53,061,052804,1400000US53061052804,53061052804,528.04,CT,6931486,0
71,53,061,053507,1400000US53061053507,53061053507,535.07,CT,4770171,0
72,53,061,053602,1400000US53061053602,53061053602,536.02,CT,533592143,7819282
73,53,063,000400,1400000US53063000400,53063000400,4,CT,1923224,0
74,53,063,003500,1400000US53063003500,53063003500,35,CT,1628093,107706
75,53,063,011000,1400000US53063011000,53063011000,110,CT,1960795,0
76,53,063,012600,1400000US53063012600,53063012600,126,CT,2625437,0
77,53,063,013800,1400000US53063013800,53063013800,138,CT,16949041,0
78,53,065,941000,1400000US53065941000,53065941000,9410,CT,615335694,18695005
79,53,065,951300,1400000US53065951300,53065951300,9513,CT,474879902,9730054
80,53,067,010400,1400000US53067010400,53067010400,104,CT,4094335,143620
81,53,073,010100,1400000US53073010100,53073010100,101,CT,4232548758,109459238
82,53,075,000800,1400000US53075000800,53075000800,8,CT,354820034,8267
83,53,075,001000,1400000US53075001000,53075001000,10,CT,1785799112,36208626
84,53,077,000200,1400000US53077000200,53077000200,2,CT,3561043,0
85,53,077,000500,1400000US53077000500,53077000500,5,CT,2487751,0
86,53,077,002002,1400000US53077002002,53077002002,20.02,CT,9359328,0
87,53,077,940003,1400000US53077940003,53077940003,9400.03,CT,4625388215,3847213
88,53,077,940004,1400000US53077940004,53077940004,9400.04,CT,8368160,0
89,53,031,950601,1400000US53031950601,53031950601,9506.01,CT,10043509,23439590
90,53,031,950702,1400000US53031950702,53031950702,9507.02,CT,3994759478,187398077
91,53,033,000402,1400000US53033000402,53033000402,4.02,CT,1798936,0
92,53,033,002100,1400000US53033002100,53033002100,21,CT,1365465,0
93,53,033,005301,1400000US53033005301,53033005301,53.01,CT,543485,0
94,53,033,006000,1400000US53033006000,53033006000,60,CT,1349234,150279
95,53,033,006700,1400000US53033006700,53033006700,67,CT,1278219,102394
96,53,033,007600,1400000US53033007600,53033007600,76,CT,571879,0
97,53,033,008002,1400000US53033008002,53033008002,80.02,CT,229060,0
98,53,033,008800,1400000US53033008800,53033008800,88,CT,948580,0
99,53,033,009600,1400000US53033009600,53033009600,96,CT,1936669,1354203
100,53,033,010300,1400000US53033010300,53033010300,103,CT,1660256,0
101,53,033,011002,1400000US53033011002,53033011002,110.02,CT,1676109,0
102,53,033,011800,1400000US53033011800,53033011800,118,CT,2301121,2269206
103,53,033,020300,1400000US53033020300,53033020300,203,CT,2557040,45454
104,53,033,020700,1400000US53033020700,53033020700,207,CT,1711192,0
105,53,033,021804,1400000US53033021804,53033021804,218.04,CT,3054687,0
106,53,033,022005,1400000US53033022005,53033022005,220.05,CT,2422668,0
107,53,033,022604,1400000US53033022604,53033022604,226.04,CT,2955134,0
108,53,033,023201,1400000US53033023201,53033023201,232.01,CT,1589792,0
109,53,033,023601,1400000US53033023601,53033023601,236.01,CT,4602336,0
110,53,033,023803,1400000US53033023803,53033023803,238.03,CT,563966,0
111,53,033,024902,1400000US53033024902,53033024902,249.02,CT,2029986,0
112,53,033,027300,1400000US53033027300,53033027300,273,CT,3546826,5405
113,53,033,028100,1400000US53033028100,53033028100,281,CT,1585752,0
114,53,033,028801,1400000US53033028801,53033028801,288.01,CT,5182692,0
115,53,033,029204,1400000US53033029204,53033029204,292.04,CT,4234265,1686
116,53,033,029305,1400000US53033029305,53033029305,293.05,CT,2897235,2246
117,53,033,030005,1400000US53033030005,53033030005,300.05,CT,2179298,0
118,53,033,030201,1400000US53033030201,53033030201,302.01,CT,2807514,64020
119,53,033,030312,1400000US53033030312,53033030312,303.12,CT,1855243,0
120,53,033,030504,1400000US53033030504,53033030504,305.04,CT,1524226,42762
121,53,033,031400,1400000US53033031400,53033031400,314,CT,6376533,1179
122,53,033,031501,1400000US53033031501,53033031501,315.01,CT,161444829,2000421
123,53,033,032211,1400000US53033032211,53033032211,322.11,CT,2975615,0
124,53,033,032214,1400000US53033032214,53033032214,322.14,CT,6683460,44579
125,53,033,032319,1400000US53033032319,53033032319,323.19,CT,6814498,0
126,53,033,032329,1400000US53033032329,53033032329,323.29,CT,9669024,0
127,53,033,032800,1400000US53033032800,53033032800,328,CT,1390314276,27318281
128,53,035,080200,1400000US53035080200,53035080200,802,CT,2488264,0
129,53,035,081200,1400000US53035081200,53035081200,812,CT,875178,0
130,53,035,092300,1400000US53035092300,53035092300,923,CT,7445625,0
131,53,035,092902,1400000US53035092902,53035092902,929.02,CT,27430328,403434
132,53,037,975200,1400000US53037975200,53037975200,9752,CT,1540970456,2507292
133,53,039,950100,1400000US53039950100,53039950100,9501,CT,3308173048,54068572
134,53,041,971500,1400000US53041971500,53041971500,9715,CT,707016378,1723469
135,53,043,960300,1400000US53043960300,53043960300,9603,CT,1910488409,40568699
136,53,047,940100,1400000US53047940100,53047940100,9401,CT,923430591,18315138
137,53,047,970300,1400000US53047970300,53047970300,9703,CT,3290056517,30067797
138,53,047,970500,1400000US53047970500,53047970500,9705,CT,1033046505,8751318
139,53,047,970800,1400000US53047970800,53047970800,9708,CT,540881641,6897911
140,53,049,950400,1400000US53049950400,53049950400,9504,CT,1501927146,114882151
141,53,049,950600,1400000US53049950600,53049950600,9506,CT,3297037,1093204
142,53,049,990100,1400000US53049990100,53049990100,9901,CT,0,319544826
143,53,053,060500,1400000US53053060500,53053060500,605,CT,2116832,668446
144,53,053,061100,1400000US53053061100,53053061100,611,CT,4353844,41555
145,53,053,061800,1400000US53053061800,53053061800,618,CT,1383818,0
146,53,053,062500,1400000US53053062500,53053062500,625,CT,2900393,0
147,53,053,071100,1400000US53053071100,53053071100,711,CT,6512501,2443
148,53,053,071209,1400000US53053071209,53053071209,712.09,CT,2324686,0
149,53,053,071808,1400000US53053071808,53053071808,718.08,CT,1955311,118426
150,53,053,072312,1400000US53053072312,53053072312,723.12,CT,2470373,0
151,53,053,072505,1400000US53053072505,53053072505,725.05,CT,21660798,3475
152,53,053,073108,1400000US53053073108,53053073108,731.08,CT,9902122,0
153,53,053,073111,1400000US53053073111,53053073111,731.11,CT,3722814,9776
154,53,053,073120,1400000US53053073120,53053073120,731.20,CT,3303456,13060
155,53,053,073404,1400000US53053073404,53053073404,734.04,CT,6370808,32560
156,53,055,960100,1400000US53055960100,53055960100,9601,CT,167384633,97712589
157,53,057,940700,1400000US53057940700,53057940700,9407,CT,1449913,309443
158,53,057,951700,1400000US53057951700,53057951700,9517,CT,3151593,250625
159,53,057,952401,1400000US53057952401,53057952401,9524.01,CT,1812826,0
160,53,059,950100,1400000US53059950100,53059950100,9501,CT,3564313182,34843510
161,53,061,041100,1400000US53061041100,53061041100,411,CT,2719583,6510
162,53,061,041805,1400000US53061041805,53061041805,418.05,CT,3323438,0
163,53,061,041905,1400000US53061041905,53061041905,419.05,CT,2227002,0
164,53,061,042006,1400000US53061042006,53061042006,420.06,CT,2671334,0
165,53,061,051917,1400000US53061051917,53061051917,519.17,CT,2955834,0
166,53,061,051926,1400000US53061051926,53061051926,519.26,CT,8485740,0
167,53,061,052204,1400000US53061052204,53061052204,522.04,CT,9795030,0
168,53,061,052402,1400000US53061052402,53061052402,524.02,CT,2427216,42351
169,53,061,052705,1400000US53061052705,53061052705,527.05,CT,15538879,550521
170,53,061,052906,1400000US53061052906,53061052906,529.06,CT,2418973,0
171,53,061,053506,1400000US53061053506,53061053506,535.06,CT,257969839,1653022
172,53,061,053509,1400000US53061053509,53061053509,535.09,CT,8433449,0
173,53,061,053801,1400000US53061053801,53061053801,538.01,CT,1137363556,5355437
174,53,061,990100,1400000US53061990100,53061990100,9901,CT,0,13141095
175,53,063,000300,1400000US53063000300,53063000300,3,CT,1970737,0
176,53,063,001100,1400000US53063001100,53063001100,11,CT,2302538,0
177,53,063,002100,1400000US53063002100,53063002100,21,CT,1221239,0
178,53,063,003000,1400000US53063003000,53063003000,30,CT,1420750,0
179,53,063,010301,1400000US53063010301,53063010301,103.01,CT,21670508,0
180,53,063,011102,1400000US53063011102,53063011102,111.02,CT,2391020,0
181,53,063,011900,1400000US53063011900,53063011900,119,CT,3080709,0
182,53,063,012701,1400000US53063012701,53063012701,127.01,CT,2655324,0
183,53,065,950200,1400000US53065950200,53065950200,9502,CT,533125714,773561
184,53,065,950800,1400000US53065950800,53065950800,9508,CT,747521100,426163
185,53,065,951100,1400000US53065951100,53065951100,9511,CT,611273591,2527673
186,53,067,010510,1400000US53067010510,53067010510,105.10,CT,2686574,0
187,53,067,011100,1400000US53067011100,53067011100,111,CT,6724027,2210276
188,53,067,011822,1400000US53067011822,53067011822,118.22,CT,35970025,343851
189,53,067,012330,1400000US53067012330,53067012330,123.30,CT,3170180,0
190,53,067,990100,1400000US53067990100,53067990100,9901,CT,0,26834260
191,53,071,920400,1400000US53071920400,53071920400,9204,CT,2316678,0
192,53,073,000600,1400000US53073000600,53073000600,6,CT,1063020,157711
193,53,075,000100,1400000US53075000100,53075000100,1,CT,1461458,0
194,53,075,000900,1400000US53075000900,53075000900,9,CT,2052995202,11719862
195,53,077,000600,1400000US53077000600,53077000600,6,CT,1530446,0
196,53,077,000800,1400000US53077000800,53077000800,8,CT,2582077,0
197,53,077,001202,1400000US53077001202,53077001202,12.02,CT,2787810,0
198,53,077,001701,1400000US53077001701,53077001701,17.01,CT,1025233503,9059728
199,53,077,003200,1400000US53077003200,53077003200,32,CT,10870158,82639
200,53,001,950400,1400000US53001950400,53001950400,9504,CT,3396312,0
201,53,005,010500,1400000US53005010500,53005010500,105,CT,2603015,0
202,53,005,011002,1400000US53005011002,53005011002,110.02,CT,2963049,0
203,53,007,960100,1400000US53007960100,53007960100,9601,CT,3049166780,86394382
204,53,007,960200,1400000US53007960200,53007960200,9602,CT,2544989194,20506833
205,53,009,000400,1400000US53009000400,53009000400,4,CT,1061067066,6505572
206,53,009,001500,1400000US53009001500,53009001500,15,CT,510022908,2074305
207,53,009,990100,1400000US53009990100,53009990100,9901,CT,0,2347424774
208,53,011,040409,1400000US53011040409,53011040409,404.09,CT,8280669,0
209,53,011,040415,1400000US53011040415,53011040415,404.15,CT,3596133,0
210,53,011,040711,1400000US53011040711,53011040711,407.11,CT,2001339,0
211,53,011,040808,1400000US53011040808,53011040808,408.08,CT,3704552,0
212,53,011,041008,1400000US53011041008,53011041008,410.08,CT,2580924,0
213,53,011,041329,1400000US53011041329,53011041329,413.29,CT,3192375,0
214,53,011,041333,1400000US53011041333,53011041333,413.33,CT,1462338,0
215,53,011,041800,1400000US53011041800,53011041800,418,CT,1500014,0
216,53,011,042500,1400000US53011042500,53011042500,425,CT,937306,0
217,53,015,000501,1400000US53015000501,53015000501,5.01,CT,1105595,0
218,53,015,001100,1400000US53015001100,53015001100,11,CT,6541337,621385
219,53,015,001800,1400000US53015001800,53015001800,18,CT,1149793061,6130661
220,53,017,950100,1400000US53017950100,53017950100,9501,CT,2155563736,59267224
221,53,019,970200,1400000US53019970200,53019970200,9702,CT,892886400,4111647
222,53,021,020606,1400000US53021020606,53021020606,206.06,CT,9572925,1107276
223,53,025,010600,1400000US53025010600,53025010600,106,CT,8427165,0
224,53,025,011402,1400000US53025011402,53025011402,114.02,CT,1375533578,37516753
225,53,027,000300,1400000US53027000300,53027000300,3,CT,1445962870,25905353
226,53,027,000400,1400000US53027000400,53027000400,4,CT,650144806,8999500
227,53,027,000700,1400000US53027000700,53027000700,7,CT,980911676,4392386
228,53,029,970602,1400000US53029970602,53029970602,9706.02,CT,1977725,0
229,53,021,020700,1400000US53021020700,53021020700,207,CT,1408211915,30710786
230,53,033,004700,1400000US53033004700,53033004700,47,CT,1955447,348553
231,53,053,061300,1400000US53053061300,53053061300,613,CT,1574642,0
232,53,063,004602,1400000US53063004602,53063004602,46.02,CT,1643435,0
233,53,005,010400,1400000US53005010400,53005010400,104,CT,1502237,0
234,53,005,011401,1400000US53005011401,53005011401,114.01,CT,2295638,0
235,53,011,040803,1400000US53011040803,53011040803,408.03,CT,3771595,0
236,53,011,041112,1400000US53011041112,53011041112,411.12,CT,2256422,0
237,53,011,041322,1400000US53011041322,53011041322,413.22,CT,2185462,0
238,53,015,000502,1400000US53015000502,53015000502,5.02,CT,1467984,0
239,53,029,970100,1400000US53029970100,53029970100,9701,CT,26512112,8116200
240,53,033,000800,1400000US53033000800,53033000800,8,CT,1141587,0
241,53,033,008700,1400000US53033008700,53033008700,87,CT,732385,0
242,53,033,010002,1400000US53033010002,53033010002,100.02,CT,948258,0
243,53,033,021000,1400000US53033021000,53033021000,210,CT,2635365,5753
244,53,033,023603,1400000US53033023603,53033023603,236.03,CT,2028191,0
245,53,033,025101,1400000US53033025101,53033025101,251.01,CT,2935520,0
246,53,033,025806,1400000US53033025806,53033025806,258.06,CT,2936688,150285
247,53,033,028700,1400000US53033028700,53033028700,287,CT,2675323,0
248,53,033,031705,1400000US53033031705,53033031705,317.05,CT,5049494,4701
249,53,035,080102,1400000US53035080102,53035080102,801.02,CT,2352105,304047
250,53,035,091900,1400000US53035091900,53035091900,919,CT,3954789,2248976
251,53,037,975700,1400000US53037975700,53037975700,9757,CT,1062613864,23506639
252,53,047,970900,1400000US53047970900,53047970900,9709,CT,3821876143,4512557
253,53,053,060906,1400000US53053060906,53053060906,609.06,CT,1577617,0
254,53,053,063501,1400000US53053063501,53053063501,635.01,CT,1915152,6994
255,53,053,071304,1400000US53053071304,53053071304,713.04,CT,5346451,27397
256,53,053,071408,1400000US53053071408,53053071408,714.08,CT,2923853,0
257,53,053,071707,1400000US53053071707,53053071707,717.07,CT,1269313,0
258,53,053,073126,1400000US53053073126,53053073126,731.26,CT,1403617,0
259,53,053,940003,1400000US53053940003,53053940003,9400.03,CT,4084975,127493
260,53,057,952200,1400000US53057952200,53057952200,9522,CT,7064546,632595
261,53,061,050402,1400000US53061050402,53061050402,504.02,CT,2845354,0
262,53,061,052504,1400000US53061052504,53061052504,525.04,CT,7882353,0
263,53,063,004100,1400000US53063004100,53063004100,41,CT,1113242,0
264,53,063,012801,1400000US53063012801,53063012801,128.01,CT,2506738,0
265,53,065,950600,1400000US53065950600,53065950600,9506,CT,738368959,2670755
266,53,067,010600,1400000US53067010600,53067010600,106,CT,4144602,389525
267,53,073,000400,1400000US53073000400,53073000400,4,CT,4625370,502177
268,53,075,000700,1400000US53075000700,53075000700,7,CT,903259435,2631
269,53,077,001100,1400000US53077001100,53077001100,11,CT,12739205,0
270,53,033,022603,1400000US53033022603,53033022603,226.03,CT,2896823,12563
271,53,033,029403,1400000US53033029403,53033029403,294.03,CT,2407383,385
272,53,011,040509,1400000US53011040509,53011040509,405.09,CT,1893513,812874
273,53,011,041104,1400000US53011041104,53011041104,411.04,CT,1911990,0
274,53,011,041326,1400000US53011041326,53011041326,413.26,CT,3482817,0
275,53,033,000401,1400000US53033000401,53033000401,4.01,CT,1281402,81874
276,53,033,001702,1400000US53033001702,53033001702,17.02,CT,1280221,0
277,53,033,004400,1400000US53033004400,53033004400,44,CT,989907,0
278,53,033,022003,1400000US53033022003,53033022003,220.03,CT,2318496,0
279,53,033,025803,1400000US53033025803,53033025803,258.03,CT,1343482,0
280,53,033,028403,1400000US53033028403,53033028403,284.03,CT,2094668,32665
281,53,033,031502,1400000US53033031502,53033031502,315.02,CT,1026438063,8763523
282,53,035,080800,1400000US53035080800,53035080800,808,CT,1080622,595744
283,53,053,060400,1400000US53053060400,53053060400,604,CT,2537792,3976447
284,53,053,063502,1400000US53053063502,53053063502,635.02,CT,1927509,9524
285,53,053,071703,1400000US53053071703,53053071703,717.03,CT,870866,50966
286,53,057,951800,1400000US53057951800,53057951800,9518,CT,10220613,303621
287,53,061,042004,1400000US53061042004,53061042004,420.04,CT,2382614,153461
288,53,061,051803,1400000US53061051803,53061051803,518.03,CT,1597958,0
289,53,063,001800,1400000US53063001800,53063001800,18,CT,1601186,67684
290,53,063,010401,1400000US53063010401,53063010401,104.01,CT,28171425,0
291,53,065,950900,1400000US53065950900,53065950900,9509,CT,678554488,48897325
292,53,073,000502,1400000US53073000502,53073000502,5.02,CT,1247203,422756
293,53,075,000500,1400000US53075000500,53075000500,5,CT,1473238,0
294,53,001,950200,1400000US53001950200,53001950200,9502,CT,2629429092,2258472
295,53,005,010202,1400000US53005010202,53005010202,102.02,CT,5224161,0
296,53,011,041330,1400000US53011041330,53011041330,413.30,CT,1838007,0
297,53,025,010700,1400000US53025010700,53025010700,107,CT,853604783,73051490
298,53,035,091204,1400000US53035091204,53035091204,912.04,CT,3558542,1352254
299,53,009,002300,1400000US53009002300,53009002300,23,CT,289812069,70702
300,53,011,042400,1400000US53011042400,53011042400,424,CT,1021245,444839
301,53,061,041201,1400000US53061041201,53061041201,412.01,CT,1485818,0
302,53,063,010504,1400000US53063010504,53063010504,105.04,CT,9351743,0
303,53,021,020603,1400000US53021020603,53021020603,206.03,CT,3028169,0
304,53,027,001100,1400000US53027001100,53027001100,11,CT,5827477,55477
305,53,033,000500,1400000US53033000500,53033000500,5,CT,2882910,932456
306,53,033,005400,1400000US53033005400,53033005400,54,CT,1199276,647090
307,53,033,010401,1400000US53033010401,53033010401,104.01,CT,1616685,0
308,53,033,010701,1400000US53033010701,53033010701,107.01,CT,1452790,3664
309,53,033,011401,1400000US53033011401,53033011401,114.01,CT,1233156,0
310,53,033,022703,1400000US53033022703,53033022703,227.03,CT,4207715,0
311,53,033,028500,1400000US53033028500,53033028500,285,CT,3509794,0
312,53,033,029406,1400000US53033029406,53033029406,294.06,CT,2616767,92988
313,53,033,032323,1400000US53033032323,53033032323,323.23,CT,3291834,0
314,53,037,975401,1400000US53037975401,53037975401,9754.01,CT,6369843,0
315,53,047,971000,1400000US53047971000,53047971000,9710,CT,1573319245,6109260
316,53,051,970200,1400000US53051970200,53051970200,9702,CT,1208874088,34525365
317,53,053,061602,1400000US53053061602,53053061602,616.02,CT,1057275,0
318,53,053,071307,1400000US53053071307,53053071307,713.07,CT,5202526,15994
319,53,053,072106,1400000US53053072106,53053072106,721.06,CT,3402636,0
320,53,053,072310,1400000US53053072310,53053072310,723.10,CT,2098981,0
321,53,053,073115,1400000US53053073115,53053073115,731.15,CT,6850710,3197
322,53,053,073200,1400000US53053073200,53053073200,732,CT,547849906,11770150
323,53,057,951200,1400000US53057951200,53057951200,9512,CT,759361133,6393987
324,53,061,041701,1400000US53061041701,53061041701,417.01,CT,2963219,401753
325,53,061,052208,1400000US53061052208,53061052208,522.08,CT,2078470,0
326,53,061,052701,1400000US53061052701,53061052701,527.01,CT,20451247,0
327,53,061,053700,1400000US53061053700,53061053700,537,CT,1686752270,7183905
328,53,063,002900,1400000US53063002900,53063002900,29,CT,1605687,0
329,53,063,011500,1400000US53063011500,53063011500,115,CT,1075574,44096
330,53,065,950100,1400000US53065950100,53065950100,9501,CT,1741564196,68834193
331,53,067,010910,1400000US53067010910,53067010910,109.10,CT,6285670,6220
332,53,071,920100,1400000US53071920100,53071920100,9201,CT,1471836730,12137
333,53,077,000300,1400000US53077000300,53077000300,3,CT,4888502,265584
334,53,077,001201,1400000US53077001201,53077001201,12.01,CT,1272259,0
335,53,077,002900,1400000US53077002900,53077002900,29,CT,212438401,522479
336,53,067,012510,1400000US53067012510,53067012510,125.10,CT,140530332,6866096
337,53,073,010702,1400000US53073010702,53073010702,107.02,CT,58516011,891622
338,53,073,940000,1400000US53073940000,53073940000,9400,CT,53520284,41464272
339,53,077,001702,1400000US53077001702,53077001702,17.02,CT,82656610,967784
340,53,077,002801,1400000US53077002801,53077002801,28.01,CT,91918394,0
341,53,005,011800,1400000US53005011800,53005011800,118,CT,876705168,3352937
342,53,077,940001,1400000US53077940001,53077940001,9400.01,CT,304890823,186302
343,53,005,012000,1400000US53005012000,53005012000,120,CT,1140805068,25758926
344,53,009,940000,1400000US53009940000,53009940000,9400,CT,110351692,462077
345,53,011,040511,1400000US53011040511,53011040511,405.11,CT,86167338,10974
346,53,015,001900,1400000US53015001900,53015001900,19,CT,292307512,8369196
347,53,023,970300,1400000US53023970300,53023970300,9703,CT,1840672367,19490299
348,53,025,010200,1400000US53025010200,53025010200,102,CT,1099417983,5309759
349,53,033,005802,1400000US53033005802,53033005802,58.02,CT,3091585,1156788
350,53,025,010500,1400000US53025010500,53025010500,105,CT,716441552,4608539
351,53,027,000200,1400000US53027000200,53027000200,2,CT,317752653,100317374
352,53,027,000800,1400000US53027000800,53027000800,8,CT,83830012,6806196
353,53,027,001300,1400000US53027001300,53027001300,13,CT,41386108,5454456
354,53,033,031202,1400000US53033031202,53033031202,312.02,CT,66656856,760203
355,53,033,031603,1400000US53033031603,53033031603,316.03,CT,56005466,1525167
356,53,033,032003,1400000US53033032003,53033032003,320.03,CT,122145970,304929
357,53,033,032500,1400000US53033032500,53033032500,325,CT,213918371,3891427
358,53,041,970200,1400000US53041970200,53041970200,9702,CT,34112566,1336887
359,53,043,960400,1400000US53043960400,53043960400,9604,CT,2658778947,12913635
360,53,045,961200,1400000US53045961200,53045961200,9612,CT,65367587,8148514
361,53,051,970100,1400000US53051970100,53051970100,9701,CT,1741086098,19735400
362,53,053,070206,1400000US53053070206,53053070206,702.06,CT,38985407,419139
363,53,057,940800,1400000US53057940800,53057940800,9408,CT,30853801,5315373
364,53,057,952700,1400000US53057952700,53057952700,9527,CT,163306612,4509333
365,53,059,950200,1400000US53059950200,53059950200,9502,CT,333755344,16049037
366,53,061,053505,1400000US53061053505,53061053505,535.05,CT,49999075,327351
367,53,063,010100,1400000US53063010100,53063010100,101,CT,394819143,4760048
368,53,063,013300,1400000US53063013300,53063013300,133,CT,203923895,0
369,53,053,071803,1400000US53053071803,53053071803,718.03,CT,4601876,0
370,53,063,013500,1400000US53063013500,53063013500,135,CT,150397805,337502
371,53,063,014100,1400000US53063014100,53063014100,141,CT,280940703,1465006
372,53,011,041009,1400000US53011041009,53011041009,410.09,CT,2436544,4944
373,53,011,041107,1400000US53011041107,53011041107,411.07,CT,2031927,0
374,53,011,041110,1400000US53011041110,53011041110,411.10,CT,3087797,11892
375,53,011,041111,1400000US53011041111,53011041111,411.11,CT,771800,0
376,53,011,041201,1400000US53011041201,53011041201,412.01,CT,4138635,405214
377,53,011,041205,1400000US53011041205,53011041205,412.05,CT,2457080,0
378,53,011,041310,1400000US53011041310,53011041310,413.10,CT,3535536,572854
379,53,011,041312,1400000US53011041312,53011041312,413.12,CT,2708899,0
380,53,011,041318,1400000US53011041318,53011041318,413.18,CT,3463485,7161
381,53,011,041320,1400000US53011041320,53011041320,413.20,CT,2225841,0
382,53,011,041323,1400000US53011041323,53011041323,413.23,CT,2076878,0
383,53,011,041325,1400000US53011041325,53011041325,413.25,CT,4758377,986254
384,53,053,070203,1400000US53053070203,53053070203,702.03,CT,35618996,433041
385,53,053,070307,1400000US53053070307,53053070307,703.07,CT,28266011,552439
